# 1/resolution, FSC; Resolution=16.6 A
 0.00000e+00  1.00000e+00
 7.93651e-03  9.97811e-01
 1.58730e-02  9.89576e-01
 2.38095e-02  9.50420e-01
 3.17460e-02  7.69693e-01
 3.96825e-02  3.63041e-01
 4.76190e-02  4.31226e-01
 5.55556e-02  5.75088e-01
 6.34921e-02  4.54376e-01
 7.14286e-02  2.72675e-01
 7.93651e-02  2.42908e-01
 8.73016e-02  2.37107e-01
 9.52381e-02  2.08561e-01
 1.03175e-01  1.97220e-01
 1.11111e-01  1.20180e-01
 1.19048e-01  3.67412e-02
 1.26984e-01  7.98336e-03
 1.34921e-01  6.10377e-02
 1.42857e-01  5.54847e-02
 1.50794e-01  5.44990e-02
 1.58730e-01  6.51609e-02
 1.66667e-01  3.10156e-02
 1.74603e-01 -2.33644e-02
 1.82540e-01 -6.29490e-02
 1.90476e-01 -7.45209e-02
 1.98413e-01 -1.08282e-02
 2.06349e-01  4.73893e-02
 2.14286e-01  9.60801e-02
 2.22222e-01  8.63572e-02
 2.30159e-01  6.16843e-02
 2.38095e-01  4.85859e-02
